# BLASTP 2.9.0+
# Query: AAX33487.1_Drosophila_melanogaster
# Database: dbb1/dbGG1
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 59 hits found
AAX33487.1_Drosophila_melanogaster	ref|XP_016926534.2|	96.579	643	21	1	1	642	1	643	0.0	1287
AAX33487.1_Drosophila_melanogaster	ref|XP_036673283.1|	85.202	642	89	4	1	642	1	636	0.0	1136
AAX33487.1_Drosophila_melanogaster	ref|XP_030038133.2|	80.841	642	114	3	1	642	1	633	0.0	1070
AAX33487.1_Drosophila_melanogaster	ref|XP_037294571.1|	80.685	642	115	3	1	642	1	633	0.0	1069
AAX33487.1_Drosophila_melanogaster	ref|XP_037301452.1|	80.841	642	114	3	1	642	1	633	0.0	1068
AAX33487.1_Drosophila_melanogaster	ref|XP_030032651.1|	80.841	642	114	3	1	642	1	633	0.0	1068
AAX33487.1_Drosophila_melanogaster	ref|XP_030034373.2|	78.660	642	131	3	1	642	1	636	0.0	1046
AAX33487.1_Drosophila_melanogaster	ref|XP_030035393.1|	78.660	642	131	3	1	642	1	636	0.0	1045
AAX33487.1_Drosophila_melanogaster	ref|XP_001951915.1|	78.849	643	126	4	3	642	6	641	0.0	1039
AAX33487.1_Drosophila_melanogaster	ref|XP_008190051.1|	78.694	643	127	4	3	642	6	641	0.0	1036
AAX33487.1_Drosophila_melanogaster	ref|XP_001945786.2|	78.471	641	128	4	3	642	6	637	0.0	1035
AAX33487.1_Drosophila_melanogaster	ref|XP_001949837.1|	76.791	642	127	2	1	642	4	623	0.0	1030
AAX33487.1_Drosophila_melanogaster	ref|XP_016941530.2|	75.857	642	144	2	1	642	4	634	0.0	1013
AAX33487.1_Drosophila_melanogaster	ref|XP_030028765.1|	77.340	609	136	2	2	609	5	612	0.0	988
AAX33487.1_Drosophila_melanogaster	ref|XP_001951207.1|	75.493	608	147	2	2	608	6	612	0.0	969
AAX33487.1_Drosophila_melanogaster	ref|XP_016933935.1|	72.162	643	174	3	1	642	4	642	0.0	966
AAX33487.1_Drosophila_melanogaster	ref|XP_016933934.1|	72.162	643	174	3	1	642	4	642	0.0	966
AAX33487.1_Drosophila_melanogaster	ref|XP_003244048.1|	75.000	608	150	2	2	608	6	612	0.0	966
AAX33487.1_Drosophila_melanogaster	ref|XP_016923486.2|	75.534	609	147	2	2	609	5	612	0.0	959
AAX33487.1_Drosophila_melanogaster	ref|XP_030020254.2|	70.047	641	180	2	2	642	3	631	0.0	947
AAX33487.1_Drosophila_melanogaster	ref|XP_003248918.1|	76.969	508	107	4	136	642	1	499	0.0	800
AAX33487.1_Drosophila_melanogaster	ref|XP_016923990.1|	60.488	615	236	5	3	614	31	641	0.0	746
AAX33487.1_Drosophila_melanogaster	ref|XP_016923989.1|	60.488	615	236	5	3	614	31	641	0.0	746
AAX33487.1_Drosophila_melanogaster	ref|XP_016923987.1|	60.488	615	236	5	3	614	31	641	0.0	746
AAX33487.1_Drosophila_melanogaster	ref|XP_037300573.1|	59.968	622	240	7	3	621	33	648	0.0	744
AAX33487.1_Drosophila_melanogaster	ref|XP_030033394.1|	59.581	621	244	5	3	620	33	649	0.0	744
AAX33487.1_Drosophila_melanogaster	ref|XP_037300572.1|	59.581	621	244	5	3	620	167	783	0.0	743
AAX33487.1_Drosophila_melanogaster	ref|XP_008184380.1|	60.714	616	234	6	3	614	35	646	0.0	743
AAX33487.1_Drosophila_melanogaster	ref|NP_001156420.1|	60.714	616	234	6	3	614	35	646	0.0	743
AAX33487.1_Drosophila_melanogaster	ref|XP_037303050.1|	56.178	607	260	6	1	607	1	601	0.0	714
AAX33487.1_Drosophila_melanogaster	ref|XP_001950499.3|	53.832	548	233	9	4	544	48	582	0.0	563
AAX33487.1_Drosophila_melanogaster	ref|XP_016929350.1|	50.756	595	266	11	4	588	55	632	0.0	560
AAX33487.1_Drosophila_melanogaster	ref|XP_037299096.1|	51.042	576	254	10	4	572	62	616	0.0	555
AAX33487.1_Drosophila_melanogaster	ref|XP_037292797.1|	84.980	253	36	1	1	253	1	251	4.97e-155	448
AAX33487.1_Drosophila_melanogaster	ref|XP_001951792.1|	32.063	630	367	13	1	578	4	624	5.01e-94	308
AAX33487.1_Drosophila_melanogaster	ref|XP_030032473.1|	31.517	679	375	19	1	603	4	668	1.33e-92	305
AAX33487.1_Drosophila_melanogaster	ref|XP_030032471.1|	35.874	538	307	16	1	514	4	527	3.40e-91	301
AAX33487.1_Drosophila_melanogaster	ref|XP_030032472.1|	35.874	538	307	16	1	514	4	527	3.59e-91	301
AAX33487.1_Drosophila_melanogaster	ref|XP_037297358.1|	35.874	538	307	16	1	514	4	527	5.84e-91	301
AAX33487.1_Drosophila_melanogaster	ref|XP_016934076.1|	30.208	672	402	17	1	614	1	663	1.81e-90	299
AAX33487.1_Drosophila_melanogaster	ref|XP_036672308.1|	34.731	501	308	12	1	491	1	492	9.41e-83	279
AAX33487.1_Drosophila_melanogaster	ref|XP_016934075.1|	34.731	501	308	12	1	491	1	492	9.41e-83	279
AAX33487.1_Drosophila_melanogaster	ref|XP_016934074.1|	34.731	501	308	12	1	491	1	492	9.41e-83	279
AAX33487.1_Drosophila_melanogaster	ref|XP_016934073.1|	34.731	501	308	12	1	491	1	492	9.41e-83	279
AAX33487.1_Drosophila_melanogaster	ref|XP_003248625.2|	61.350	163	62	1	447	608	1	163	6.33e-64	211
AAX33487.1_Drosophila_melanogaster	ref|XP_001945768.2|	29.977	437	292	7	5	432	8	439	1.32e-57	203
AAX33487.1_Drosophila_melanogaster	ref|XP_036676745.1|	31.373	459	276	13	4	432	23	472	5.89e-52	194
AAX33487.1_Drosophila_melanogaster	ref|XP_016939207.1|	31.373	459	276	13	4	432	23	472	5.89e-52	194
AAX33487.1_Drosophila_melanogaster	ref|XP_016939206.1|	31.373	459	276	13	4	432	23	472	5.89e-52	194
AAX33487.1_Drosophila_melanogaster	ref|XP_008183133.1|	31.500	400	254	6	1	380	28	427	7.25e-51	191
AAX33487.1_Drosophila_melanogaster	ref|XP_030037218.2|	30.524	534	333	12	4	505	30	557	7.35e-51	191
AAX33487.1_Drosophila_melanogaster	ref|XP_001946466.2|	31.500	400	254	6	1	380	28	427	1.51e-50	190
AAX33487.1_Drosophila_melanogaster	ref|XP_030038840.1|	30.607	379	251	8	3	378	4	373	9.28e-50	181
AAX33487.1_Drosophila_melanogaster	ref|XP_029345877.1|	53.254	169	74	2	474	642	94	257	2.50e-49	174
AAX33487.1_Drosophila_melanogaster	ref|XP_029345877.1|	88.312	77	9	0	3	79	6	82	2.85e-41	152
AAX33487.1_Drosophila_melanogaster	ref|XP_016934537.1|	31.061	396	253	8	2	378	3	397	1.38e-45	171
AAX33487.1_Drosophila_melanogaster	ref|XP_003241290.2|	30.390	385	248	6	1	365	28	412	3.85e-45	174
AAX33487.1_Drosophila_melanogaster	ref|XP_016656095.1|	29.286	420	251	10	119	496	1	416	2.44e-30	128
AAX33487.1_Drosophila_melanogaster	ref|XP_016656094.1|	29.286	420	251	10	119	496	1	416	2.44e-30	128
# BLAST processed 1 queries
